[0.0, -0.075]
[1.0859158697858904, 1.068545040712637]
[1.0847787560938018, 1.068715713265589]
[1.0836413033747256, 1.0688841115462597]
[1.082503516177292, 1.06905023488123]
[1.0813653990514673, 1.0692140826061804]
[1.0802269565485387, 1.069375654065889]
[1.079088193221094, 1.0695349486142383]
[1.077949113623004, 1.069691965614215]
[1.0768097223094044, 1.069846704437915]
[1.0756700238366768, 1.0699991644665428]
[1.0745300227624321, 1.070149345090417]
[1.0733897236454901, 1.070297245708971]
[1.072249131045864, 1.0704428657307563]
[1.0711082495247395, 1.0705862045734433]
[1.0699670836444575, 1.0707272616638261]
[1.0688256379684977, 1.0708660364378224]
[1.0676839170614558, 1.0710025283404776]
[1.0665419254890314, 1.0711367368259654]
[1.065399667818003, 1.0712686613575917]
[1.0642571486162173, 1.0713983014077948]
[1.063114372452563, 1.0715256564581501]
[1.0619713438969596, 1.0716507259993682]
[1.0608280675203323, 1.071773509531302]
[1.0596845478946018, 1.0718940065629443]
[1.0585407895926569, 1.0720122166124324]
[1.0573967971883458, 1.0721281392070487]
[1.056252575256446, 1.0722417738832233]
[1.0551081283726622, 1.0723531201865348]
[1.0539634611135889, 1.072462177671715]
[1.0528185780567096, 1.0725689459026462]
[1.0516734837803656, 1.0726734244523664]
[1.0505281828637465, 1.0727756129030703]
[1.049382679886865, 1.07287551084611]
[1.0482369794305455, 1.0729731178819972]
[1.047091086076398, 1.0730684336204055]
[1.045945004406808, 1.073161457680171]
[1.04479873900491, 1.0732521896892935]
[1.0436522944545776, 1.07334062928494]
[1.0425056753403963, 1.073426776113443]
[1.0413588862476533, 1.0735106298303054]
[1.0402119317623129, 1.0735921901001992]
[1.0390648164710037, 1.0736714565969678]
[1.0379175449609936, 1.0737484290036277]
[1.0367701218201795, 1.0738231070123694]
[1.03562255163706, 1.073895490324558]
[1.0344748390007268, 1.0739655786507358]
[1.0333269885008363, 1.074033371710622]
[1.0321790047276005, 1.0740988692331148]
[1.0310308922717601, 1.0741620709562922]
[1.029882655724576, 1.0742229766274132]
[1.0287342996777984, 1.0742815860029178]
[1.0275858287236614, 1.0743378988484296]
[1.0264372474548547, 1.0743919149387557]
[1.0252885604645126, 1.074443634057888]
[1.0241397723461878, 1.0744930559990034]
[1.022990887693842, 1.074540180564466]
[1.0218419111018189, 1.0745850075658259]
[1.0206928471648338, 1.074627536823822]
[1.019543700477947, 1.0746677681683812]
[1.0183944756365542, 1.07470570143862]
[1.017245177236359, 1.0747413364828449]
[1.0160958098733646, 1.0747746731585521]
[1.0149463781438433, 1.0748057113324303]
[1.0137968866443312, 1.0748344508803587]
[1.0126473399715994, 1.0748608916874087]
[1.0114977427226408, 1.074885033647845]
[1.010348099494651, 1.0749068766651246]
[1.009198414885009, 1.074926420651898]
[1.0080486934912594, 1.0749436655300095]
[1.006898939911094, 1.0749586112304983]
[1.0057491587423326, 1.074971257693596]
[1.0045993545829066, 1.0749816048687304]
[1.003449532030839, 1.0749896527145233]
[1.0022996956842247, 1.074995401198792]
[1.0011498501412157, 1.0749988502985486]
[1.0000000000000002, 1.075]
[0.9990000000000001, 1.075]
[0.9980000000000001, 1.075]
[0.9970000000000001, 1.075]
[0.9960000000000001, 1.075]
[0.9950000000000001, 1.075]
[0.9940000000000001, 1.075]
[0.9930000000000001, 1.075]
[0.9920000000000001, 1.075]
[0.9910000000000001, 1.075]
[0.9900000000000001, 1.075]
[0.9890000000000001, 1.075]
[0.9880000000000001, 1.075]
[0.9870000000000001, 1.075]
[0.9860000000000001, 1.075]
[0.9850000000000001, 1.075]
[0.9840000000000001, 1.075]
[0.9830000000000001, 1.075]
[0.9820000000000001, 1.075]
[0.9810000000000001, 1.075]
[0.9800000000000001, 1.075]
[0.9790000000000001, 1.075]
[0.9780000000000001, 1.075]
[0.9770000000000001, 1.075]
[0.9760000000000001, 1.075]
[0.9750000000000001, 1.075]
[0.9740000000000001, 1.075]
[0.9730000000000001, 1.075]
[0.9720000000000001, 1.075]
[0.9710000000000001, 1.075]
[0.9700000000000001, 1.075]
[0.9690000000000001, 1.075]
[0.9680000000000001, 1.075]
[0.9670000000000001, 1.075]
[0.9660000000000001, 1.075]
[0.9650000000000001, 1.075]
[0.9640000000000001, 1.075]
[0.9630000000000001, 1.075]
[0.9620000000000001, 1.075]
[0.9610000000000001, 1.075]
[0.9600000000000001, 1.075]
[0.9590000000000001, 1.075]
[0.9580000000000001, 1.075]
[0.9570000000000001, 1.075]
[0.9560000000000001, 1.075]
[0.9550000000000001, 1.075]
[0.9540000000000001, 1.075]
[0.9530000000000001, 1.075]
[0.9520000000000001, 1.075]
[0.9510000000000001, 1.075]
[0.9500000000000001, 1.075]
[0.9490000000000001, 1.075]
[0.9480000000000001, 1.075]
[0.9470000000000001, 1.075]
[0.9460000000000001, 1.075]
[0.9450000000000001, 1.075]
[0.9440000000000001, 1.075]
[0.9430000000000001, 1.075]
[0.9420000000000001, 1.075]
[0.9410000000000001, 1.075]
[0.9400000000000002, 1.075]
[0.9390000000000002, 1.075]
[0.9380000000000002, 1.075]
[0.9370000000000002, 1.075]
[0.9360000000000002, 1.075]
[0.9350000000000002, 1.075]
[0.9340000000000002, 1.075]
[0.9330000000000002, 1.075]
[0.9320000000000002, 1.075]
[0.9310000000000002, 1.075]
[0.9300000000000002, 1.075]
[0.9290000000000002, 1.075]
[0.9280000000000002, 1.075]
[0.9270000000000002, 1.075]
[0.9260000000000002, 1.075]
[0.9250000000000002, 1.075]
[0.9240000000000002, 1.075]
[0.9230000000000002, 1.075]
[0.9220000000000002, 1.075]
[0.9210000000000002, 1.075]
[0.9200000000000002, 1.075]
[0.9190000000000002, 1.075]
[0.9180000000000001, 1.075]
[0.9170000000000001, 1.075]
[0.9160000000000001, 1.075]
[0.9150000000000001, 1.075]
[0.9140000000000001, 1.075]
[0.9130000000000001, 1.075]
[0.9120000000000001, 1.075]
[0.9110000000000001, 1.075]
[0.9100000000000001, 1.075]
[0.9090000000000001, 1.075]
[0.9080000000000001, 1.075]
[0.9070000000000001, 1.075]
[0.9060000000000001, 1.075]
[0.9050000000000001, 1.075]
[0.9040000000000001, 1.075]
[0.9030000000000001, 1.075]
[0.9020000000000001, 1.075]
[0.9010000000000001, 1.075]
[0.9000000000000001, 1.075]
[0.8990000000000001, 1.075]
[0.8980000000000001, 1.075]
[0.8970000000000001, 1.075]
[0.8960000000000001, 1.075]
[0.8950000000000001, 1.075]
[0.8940000000000001, 1.075]
[0.8930000000000001, 1.075]
[0.8920000000000001, 1.075]
[0.8910000000000001, 1.075]
[0.8900000000000001, 1.075]
[0.8890000000000001, 1.075]
[0.8880000000000001, 1.075]
[0.8870000000000001, 1.075]
[0.8860000000000001, 1.075]
[0.8850000000000001, 1.075]
[0.8840000000000001, 1.075]
[0.8830000000000001, 1.075]
[0.8820000000000001, 1.075]
[0.8810000000000001, 1.075]
[0.8800000000000001, 1.075]
[0.8790000000000001, 1.075]
[0.8780000000000001, 1.075]
[0.8770000000000001, 1.075]
[0.8760000000000001, 1.075]
[0.8750000000000001, 1.075]
[0.8740000000000001, 1.075]
[0.8730000000000001, 1.075]
[0.8720000000000001, 1.075]
[0.8710000000000001, 1.075]
[0.8700000000000001, 1.075]
[0.8690000000000001, 1.075]
[0.8680000000000001, 1.075]
[0.8670000000000001, 1.075]
[0.8660000000000001, 1.075]
[0.8650000000000001, 1.075]
[0.8640000000000001, 1.075]
[0.8630000000000001, 1.075]
[0.8620000000000001, 1.075]
[0.8610000000000001, 1.075]
[0.8600000000000001, 1.075]
[0.8590000000000001, 1.075]
[0.8580000000000001, 1.075]
[0.8570000000000001, 1.075]
[0.8560000000000001, 1.075]
[0.8550000000000001, 1.075]
[0.8540000000000001, 1.075]
[0.8530000000000001, 1.075]
[0.8520000000000001, 1.075]
[0.8510000000000001, 1.075]
[0.8500000000000001, 1.075]
[0.8490000000000001, 1.075]
[0.8480000000000001, 1.075]
[0.8470000000000001, 1.075]
[0.8460000000000001, 1.075]
[0.8450000000000001, 1.075]
[0.8440000000000001, 1.075]
[0.8430000000000001, 1.075]
[0.8420000000000001, 1.075]
[0.8410000000000001, 1.075]
[0.8400000000000001, 1.075]
[0.8390000000000001, 1.075]
[0.8380000000000001, 1.075]
[0.8370000000000001, 1.075]
[0.8360000000000001, 1.075]
[0.8350000000000001, 1.075]
[0.8340000000000001, 1.075]
[0.8330000000000001, 1.075]
[0.8320000000000001, 1.075]
[0.8310000000000001, 1.075]
[0.8300000000000001, 1.075]
[0.8290000000000001, 1.075]
[0.8280000000000001, 1.075]
[0.8270000000000001, 1.075]
[0.8260000000000001, 1.075]
[0.8250000000000001, 1.075]
[0.8240000000000001, 1.075]
[0.8230000000000001, 1.075]
[0.8220000000000001, 1.075]
[0.8210000000000001, 1.075]
[0.8200000000000001, 1.075]
[0.8190000000000001, 1.075]
[0.8180000000000001, 1.075]
[0.8170000000000001, 1.075]
[0.8160000000000001, 1.075]
[0.8150000000000002, 1.075]
[0.8140000000000002, 1.075]
[0.8130000000000002, 1.075]
[0.8120000000000002, 1.075]
[0.8110000000000002, 1.075]
[0.8100000000000002, 1.075]
[0.8090000000000002, 1.075]
[0.808, 1.075]
[0.807, 1.075]
[0.806, 1.075]
[0.805, 1.075]
[0.804, 1.075]
[0.803, 1.075]
[0.802, 1.075]
[0.801, 1.075]
[0.8, 1.075]
[0.799, 1.075]
[0.798, 1.075]
[0.797, 1.075]
[0.796, 1.075]
[0.795, 1.075]
[0.794, 1.075]
[0.793, 1.075]
[0.792, 1.075]
[0.791, 1.075]
[0.79, 1.075]
[0.789, 1.075]
[0.788, 1.075]
[0.787, 1.075]
[0.786, 1.075]
[0.785, 1.075]
[0.784, 1.075]
[0.783, 1.075]
[0.782, 1.075]
[0.781, 1.075]
[0.78, 1.075]
[0.779, 1.075]
[0.778, 1.075]
[0.777, 1.075]
[0.776, 1.075]
[0.775, 1.075]
[0.774, 1.075]
[0.773, 1.075]
[0.772, 1.075]
[0.771, 1.075]
[0.77, 1.075]
[0.769, 1.075]
[0.768, 1.075]
[0.767, 1.075]
[0.766, 1.075]
[0.765, 1.075]
[0.764, 1.075]
[0.763, 1.075]
[0.762, 1.075]
[0.761, 1.075]
[0.76, 1.075]
[0.759, 1.075]
[0.758, 1.075]
[0.757, 1.075]
[0.756, 1.075]
[0.755, 1.075]
[0.754, 1.075]
[0.753, 1.075]
[0.752, 1.075]
[0.751, 1.075]
[0.75, 1.075]
[0.749, 1.075]
[0.748, 1.075]
[0.747, 1.075]
[0.746, 1.075]
[0.745, 1.075]
[0.744, 1.075]
[0.743, 1.075]
[0.742, 1.075]
[0.741, 1.075]
[0.74, 1.075]
[0.739, 1.075]
[0.738, 1.075]
[0.737, 1.075]
[0.736, 1.075]
[0.735, 1.075]
[0.734, 1.075]
[0.733, 1.075]
[0.732, 1.075]
[0.731, 1.075]
[0.73, 1.075]
[0.729, 1.075]
[0.728, 1.075]
[0.727, 1.075]
[0.726, 1.075]
[0.725, 1.075]
[0.724, 1.075]
[0.723, 1.075]
[0.722, 1.075]
[0.721, 1.075]
[0.72, 1.075]
[0.719, 1.075]
[0.718, 1.075]
[0.717, 1.075]
[0.716, 1.075]
[0.715, 1.075]
[0.714, 1.075]
[0.713, 1.075]
[0.712, 1.075]
[0.711, 1.075]
[0.71, 1.075]
[0.709, 1.075]
[0.708, 1.075]
[0.707, 1.075]
[0.706, 1.075]
[0.705, 1.075]
[0.704, 1.075]
[0.703, 1.075]
[0.702, 1.075]
[0.701, 1.075]
[0.7, 1.075]
[0.699, 1.075]
[0.698, 1.075]
[0.697, 1.075]
[0.696, 1.075]
[0.695, 1.075]
[0.694, 1.075]
[0.693, 1.075]
[0.692, 1.075]
[0.691, 1.075]
[0.69, 1.075]
[0.689, 1.075]
[0.688, 1.075]
[0.687, 1.075]
[0.686, 1.075]
[0.685, 1.075]
[0.684, 1.075]
[0.683, 1.075]
[0.682, 1.075]
[0.681, 1.075]
[0.68, 1.075]
[0.679, 1.075]
[0.678, 1.075]
[0.677, 1.075]
[0.676, 1.075]
[0.675, 1.075]
[0.674, 1.075]
[0.673, 1.075]
[0.672, 1.075]
[0.671, 1.075]
[0.67, 1.075]
[0.669, 1.075]
[0.668, 1.075]
[0.667, 1.075]
[0.666, 1.075]
[0.665, 1.075]
[0.664, 1.075]
[0.663, 1.075]
[0.662, 1.075]
[0.661, 1.075]
[0.66, 1.075]
[0.659, 1.075]
[0.658, 1.075]
[0.657, 1.075]
[0.656, 1.075]
[0.655, 1.075]
[0.654, 1.075]
[0.653, 1.075]
[0.652, 1.075]
[0.651, 1.075]
[0.65, 1.075]
[0.649, 1.075]
[0.648, 1.075]
[0.647, 1.075]
[0.646, 1.075]
[0.645, 1.075]
[0.644, 1.075]
[0.643, 1.075]
[0.642, 1.075]
[0.641, 1.075]
[0.64, 1.075]
[0.639, 1.075]
[0.638, 1.075]
[0.637, 1.075]
[0.636, 1.075]
[0.635, 1.075]
[0.634, 1.075]
[0.633, 1.075]
[0.632, 1.075]
[0.631, 1.075]
[0.63, 1.075]
[0.629, 1.075]
[0.628, 1.075]
[0.627, 1.075]
[0.626, 1.075]
[0.625, 1.075]
[0.624, 1.075]
[0.623, 1.075]
[0.622, 1.075]
[0.621, 1.075]
[0.62, 1.075]
[0.619, 1.075]
[0.618, 1.075]
[0.617, 1.075]
[0.616, 1.075]
[0.615, 1.075]
[0.614, 1.075]
[0.613, 1.075]
[0.612, 1.075]
[0.611, 1.075]
[0.61, 1.075]
[0.609, 1.075]
[0.608, 1.075]
[0.607, 1.075]
[0.606, 1.075]
[0.605, 1.075]
[0.604, 1.075]
[0.603, 1.075]
[0.602, 1.075]
[0.601, 1.075]
[0.6, 1.075]
[0.599, 1.075]
[0.598, 1.075]
[0.597, 1.075]
[0.596, 1.075]
[0.595, 1.075]
[0.594, 1.075]
[0.593, 1.075]
[0.592, 1.075]
[0.591, 1.075]
[0.59, 1.075]
[0.589, 1.075]
[0.588, 1.075]
[0.587, 1.075]
[0.586, 1.075]
[0.585, 1.075]
[0.584, 1.075]
[0.583, 1.075]
[0.582, 1.075]
[0.581, 1.075]
[0.58, 1.075]
[0.579, 1.075]
[0.578, 1.075]
[0.577, 1.075]
[0.576, 1.075]
[0.575, 1.075]
[0.574, 1.075]
[0.573, 1.075]
[0.572, 1.075]
[0.571, 1.075]
[0.57, 1.075]
[0.569, 1.075]
[0.568, 1.075]
[0.567, 1.075]
[0.566, 1.075]
[0.565, 1.075]
[0.564, 1.075]
[0.563, 1.075]
[0.562, 1.075]
[0.561, 1.075]
[0.56, 1.075]
[0.559, 1.075]
[0.558, 1.075]
[0.557, 1.075]
[0.556, 1.075]
[0.555, 1.075]
[0.554, 1.075]
[0.553, 1.075]
[0.552, 1.075]
[0.551, 1.075]
[0.55, 1.075]
[0.549, 1.075]
[0.548, 1.075]
[0.547, 1.075]
[0.546, 1.075]
[0.545, 1.075]
[0.544, 1.075]
[0.543, 1.075]
[0.542, 1.075]
[0.541, 1.075]
[0.54, 1.075]
[0.539, 1.075]
[0.538, 1.075]
[0.537, 1.075]
[0.536, 1.075]
[0.535, 1.075]
[0.534, 1.075]
[0.533, 1.075]
[0.532, 1.075]
[0.531, 1.075]
[0.53, 1.075]
[0.529, 1.075]
[0.528, 1.075]
[0.527, 1.075]
[0.526, 1.075]
[0.525, 1.075]
[0.524, 1.075]
[0.523, 1.075]
[0.522, 1.075]
[0.521, 1.075]
[0.52, 1.075]
[0.519, 1.075]
[0.518, 1.075]
[0.517, 1.075]
[0.516, 1.075]
[0.515, 1.075]
[0.514, 1.075]
[0.513, 1.075]
[0.512, 1.075]
[0.511, 1.075]
[0.51, 1.075]
[0.509, 1.075]
[0.508, 1.075]
[0.507, 1.075]
[0.506, 1.075]
[0.505, 1.075]
[0.504, 1.075]
[0.503, 1.075]
[0.502, 1.075]
[0.501, 1.075]
[0.5, 1.075]
[0.499, 1.075]
[0.498, 1.075]
[0.497, 1.075]
[0.496, 1.075]
[0.495, 1.075]
[0.494, 1.075]
[0.493, 1.075]
[0.492, 1.075]
[0.491, 1.075]
[0.49, 1.075]
[0.489, 1.075]
[0.488, 1.075]
[0.487, 1.075]
[0.486, 1.075]
[0.485, 1.075]
[0.484, 1.075]
[0.483, 1.075]
[0.482, 1.075]
[0.481, 1.075]
[0.48, 1.075]
[0.479, 1.075]
[0.478, 1.075]
[0.477, 1.075]
[0.476, 1.075]
[0.475, 1.075]
[0.474, 1.075]
[0.473, 1.075]
[0.472, 1.075]
[0.471, 1.075]
[0.47, 1.075]
[0.469, 1.075]
[0.468, 1.075]
[0.467, 1.075]
[0.466, 1.075]
[0.465, 1.075]
[0.464, 1.075]
[0.463, 1.075]
[0.462, 1.075]
[0.461, 1.075]
[0.46, 1.075]
[0.459, 1.075]
[0.458, 1.075]
[0.457, 1.075]
[0.456, 1.075]
[0.455, 1.075]
[0.454, 1.075]
[0.453, 1.075]
[0.452, 1.075]
[0.451, 1.075]
[0.45, 1.075]
[0.449, 1.075]
[0.448, 1.075]
[0.447, 1.075]
[0.446, 1.075]
[0.445, 1.075]
[0.444, 1.075]
[0.443, 1.075]
[0.442, 1.075]
[0.441, 1.075]
[0.44, 1.075]
[0.439, 1.075]
[0.438, 1.075]
[0.437, 1.075]
[0.436, 1.075]
[0.435, 1.075]
[0.434, 1.075]
[0.433, 1.075]
[0.432, 1.075]
[0.431, 1.075]
[0.43, 1.075]
[0.429, 1.075]
[0.428, 1.075]
[0.427, 1.075]
[0.426, 1.075]
[0.425, 1.075]
[0.424, 1.075]
[0.423, 1.075]
[0.422, 1.075]
[0.421, 1.075]
[0.42, 1.075]
[0.419, 1.075]
[0.418, 1.075]
[0.417, 1.075]
[0.416, 1.075]
[0.415, 1.075]
[0.414, 1.075]
[0.413, 1.075]
[0.412, 1.075]
[0.411, 1.075]
[0.41, 1.075]
[0.409, 1.075]
[0.408, 1.075]
[0.407, 1.075]
[0.406, 1.075]
[0.405, 1.075]
[0.404, 1.075]
[0.403, 1.075]
[0.402, 1.075]
[0.401, 1.075]
[0.4, 1.075]
[0.399, 1.075]
[0.398, 1.075]
[0.397, 1.075]
[0.396, 1.075]
[0.395, 1.075]
[0.394, 1.075]
[0.393, 1.075]
[0.392, 1.075]
[0.391, 1.075]
[0.39, 1.075]
[0.389, 1.075]
[0.388, 1.075]
[0.387, 1.075]
[0.386, 1.075]
[0.385, 1.075]
[0.384, 1.075]
[0.383, 1.075]
[0.382, 1.075]
[0.381, 1.075]
[0.38, 1.075]
[0.379, 1.075]
[0.378, 1.075]
[0.377, 1.075]
[0.376, 1.075]
[0.375, 1.075]
[0.374, 1.075]
[0.373, 1.075]
[0.372, 1.075]
[0.371, 1.075]
[0.37, 1.075]
[0.369, 1.075]
[0.368, 1.075]
[0.367, 1.075]
[0.366, 1.075]
[0.365, 1.075]
[0.364, 1.075]
[0.363, 1.075]
[0.362, 1.075]
[0.361, 1.075]
[0.36, 1.075]
[0.359, 1.075]
[0.358, 1.075]
[0.357, 1.075]
[0.356, 1.075]
[0.355, 1.075]
[0.354, 1.075]
[0.353, 1.075]
[0.352, 1.075]
[0.351, 1.075]
[0.35, 1.075]
[0.349, 1.075]
[0.348, 1.075]
[0.347, 1.075]
[0.346, 1.075]
[0.345, 1.075]
[0.344, 1.075]
[0.343, 1.075]
[0.342, 1.075]
[0.341, 1.075]
[0.34, 1.075]
[0.339, 1.075]
[0.338, 1.075]
[0.337, 1.075]
[0.336, 1.075]
[0.335, 1.075]
[0.334, 1.075]
[0.333, 1.075]
[0.332, 1.075]
[0.331, 1.075]
[0.33, 1.075]
[0.329, 1.075]
[0.328, 1.075]
[0.327, 1.075]
[0.326, 1.075]
[0.325, 1.075]
[0.324, 1.075]
[0.323, 1.075]
[0.322, 1.075]
[0.321, 1.075]
[0.32, 1.075]
[0.319, 1.075]
[0.318, 1.075]
[0.317, 1.075]
[0.316, 1.075]
[0.315, 1.075]
[0.314, 1.075]
[0.313, 1.075]
[0.312, 1.075]
[0.311, 1.075]
[0.31, 1.075]
[0.309, 1.075]
[0.308, 1.075]
[0.307, 1.075]
[0.306, 1.075]
[0.305, 1.075]
[0.304, 1.075]
[0.303, 1.075]
[0.302, 1.075]
[0.301, 1.075]
[0.3, 1.075]
[0.299, 1.075]
[0.298, 1.075]
[0.297, 1.075]
[0.296, 1.075]
[0.295, 1.075]
[0.294, 1.075]
[0.293, 1.075]
[0.292, 1.075]
[0.291, 1.075]
[0.29, 1.075]
[0.289, 1.075]
[0.288, 1.075]
[0.287, 1.075]
[0.286, 1.075]
[0.285, 1.075]
[0.284, 1.075]
[0.283, 1.075]
[0.282, 1.075]
[0.281, 1.075]
[0.28, 1.075]
[0.279, 1.075]
[0.278, 1.075]
[0.277, 1.075]
[0.276, 1.075]
[0.275, 1.075]
[0.274, 1.075]
[0.273, 1.075]
[0.272, 1.075]
[0.271, 1.075]
[0.27, 1.075]
[0.269, 1.075]
[0.268, 1.075]
[0.267, 1.075]
[0.266, 1.075]
[0.265, 1.075]
[0.264, 1.075]
[0.263, 1.075]
[0.262, 1.075]
[0.261, 1.075]
[0.26, 1.075]
[0.259, 1.075]
[0.258, 1.075]
[0.257, 1.075]
[0.256, 1.075]
[0.255, 1.075]
[0.254, 1.075]
[0.253, 1.075]
[0.252, 1.075]
[0.251, 1.075]
[0.25, 1.075]
[0.249, 1.075]
[0.248, 1.075]
[0.247, 1.075]
[0.246, 1.075]
[0.245, 1.075]
[0.244, 1.075]
[0.243, 1.075]
[0.242, 1.075]
[0.241, 1.075]
[0.24, 1.075]
[0.239, 1.075]
[0.238, 1.075]
[0.237, 1.075]
[0.236, 1.075]
[0.235, 1.075]
[0.234, 1.075]
[0.233, 1.075]
[0.23199999999999987, 1.075]
[0.2309999999999999, 1.075]
[0.2299999999999999, 1.075]
[0.2289999999999999, 1.075]
[0.2279999999999999, 1.075]
[0.2269999999999999, 1.075]
[0.2259999999999999, 1.075]
[0.2249999999999999, 1.075]
[0.2239999999999999, 1.075]
[0.2229999999999999, 1.075]
[0.2219999999999999, 1.075]
[0.2209999999999999, 1.075]
[0.2199999999999999, 1.075]
[0.2189999999999999, 1.075]
[0.2179999999999999, 1.075]
[0.2169999999999999, 1.075]
[0.2159999999999999, 1.075]
[0.21499999999999989, 1.075]
[0.21399999999999988, 1.075]
[0.21299999999999988, 1.075]
[0.21199999999999988, 1.075]
[0.21099999999999988, 1.075]
[0.20999999999999988, 1.075]
[0.20899999999999988, 1.075]
[0.20799999999999988, 1.075]
[0.20699999999999988, 1.075]
[0.20599999999999988, 1.075]
[0.20499999999999988, 1.075]
[0.20399999999999988, 1.075]
[0.20299999999999987, 1.075]
[0.20199999999999987, 1.075]
[0.20099999999999987, 1.075]
[0.1999999999999999, 1.075]
[0.1989999999999999, 1.075]
[0.1979999999999999, 1.075]
[0.1969999999999999, 1.075]
[0.1959999999999999, 1.075]
[0.1949999999999999, 1.075]
[0.1939999999999999, 1.075]
[0.1929999999999999, 1.075]
[0.1919999999999999, 1.075]
[0.1909999999999999, 1.075]
[0.1899999999999999, 1.075]
[0.1889999999999999, 1.075]
[0.1879999999999999, 1.075]
[0.1869999999999999, 1.075]
[0.1859999999999999, 1.075]
[0.1849999999999999, 1.075]
[0.18399999999999989, 1.075]
[0.18299999999999988, 1.075]
[0.18199999999999988, 1.075]
[0.18099999999999988, 1.075]
[0.17999999999999988, 1.075]
[0.17899999999999988, 1.075]
[0.17799999999999988, 1.075]
[0.17699999999999988, 1.075]
[0.17599999999999988, 1.075]
[0.17499999999999988, 1.075]
[0.17399999999999988, 1.075]
[0.17299999999999988, 1.075]
[0.17199999999999988, 1.075]
[0.17099999999999987, 1.075]
[0.16999999999999987, 1.075]
[0.16899999999999987, 1.075]
[0.1679999999999999, 1.075]
[0.1669999999999999, 1.075]
[0.1659999999999999, 1.075]
[0.1649999999999999, 1.075]
[0.1639999999999999, 1.075]
[0.1629999999999999, 1.075]
[0.1619999999999999, 1.075]
[0.1609999999999999, 1.075]
[0.1599999999999999, 1.075]
[0.1589999999999999, 1.075]
[0.1579999999999999, 1.075]
[0.1569999999999999, 1.075]
[0.1559999999999999, 1.075]
[0.1549999999999999, 1.075]
[0.1539999999999999, 1.075]
[0.15299999999999989, 1.075]
[0.15199999999999989, 1.075]
[0.15099999999999988, 1.075]
[0.14999999999999988, 1.075]
[0.14899999999999988, 1.075]
[0.14799999999999988, 1.075]
[0.14699999999999988, 1.075]
[0.14599999999999988, 1.075]
[0.14499999999999988, 1.075]
[0.14399999999999988, 1.075]
[0.14299999999999988, 1.075]
[0.14199999999999988, 1.075]
[0.14099999999999988, 1.075]
[0.13999999999999987, 1.075]
[0.13899999999999987, 1.075]
[0.13799999999999987, 1.075]
[0.1369999999999999, 1.075]
[0.1359999999999999, 1.075]
[0.1349999999999999, 1.075]
[0.1339999999999999, 1.075]
[0.1329999999999999, 1.075]
[0.1319999999999999, 1.075]
[0.1309999999999999, 1.075]
[0.1299999999999999, 1.075]
[0.1289999999999999, 1.075]
[0.1279999999999999, 1.075]
[0.1269999999999999, 1.075]
[0.1259999999999999, 1.075]
[0.12499999999999989, 1.075]
[0.12399999999999989, 1.075]
[0.12299999999999989, 1.075]
[0.12199999999999989, 1.075]
[0.12099999999999989, 1.075]
[0.11999999999999988, 1.075]
[0.11899999999999988, 1.075]
[0.11799999999999988, 1.075]
[0.11699999999999988, 1.075]
[0.11599999999999988, 1.075]
[0.11499999999999988, 1.075]
[0.1139999999999999, 1.075]
[0.11299999999999989, 1.075]
[0.11199999999999989, 1.075]
[0.11099999999999989, 1.075]
[0.10999999999999989, 1.075]
[0.10899999999999989, 1.075]
[0.10799999999999989, 1.075]
[0.10699999999999989, 1.075]
[0.10599999999999989, 1.075]
[0.10499999999999989, 1.075]
[0.10399999999999988, 1.075]
[0.10299999999999988, 1.075]
[0.10199999999999988, 1.075]
[0.10099999999999988, 1.075]
[0.09999999999999988, 1.075]
[0.09899999999999988, 1.075]
[0.09799999999999989, 1.075]
[0.09699999999999989, 1.075]
[0.09599999999999989, 1.075]
[0.09499999999999989, 1.075]
[0.09399999999999989, 1.075]
[0.09299999999999989, 1.075]
[0.09199999999999989, 1.075]
[0.09099999999999989, 1.075]
[0.08999999999999989, 1.075]
[0.08899999999999988, 1.075]
[0.08799999999999988, 1.075]
[0.08699999999999988, 1.075]
[0.08599999999999988, 1.075]
[0.08499999999999988, 1.075]
[0.08399999999999988, 1.075]
[0.08299999999999988, 1.075]
[0.08199999999999989, 1.075]
[0.08099999999999989, 1.075]
[0.07999999999999989, 1.075]
[0.07899999999999989, 1.075]
[0.07799999999999989, 1.075]
[0.07699999999999989, 1.075]
[0.07599999999999989, 1.075]
[0.07499999999999989, 1.075]
[0.07399999999999989, 1.075]
[0.07299999999999988, 1.075]
[0.07199999999999988, 1.075]
[0.07099999999999988, 1.075]
[0.06999999999999988, 1.075]
[0.06899999999999988, 1.075]
[0.06799999999999988, 1.075]
[0.06699999999999989, 1.075]
[0.06599999999999989, 1.075]
[0.06499999999999989, 1.075]
[0.06399999999999989, 1.075]
[0.06299999999999989, 1.075]
[0.06199999999999989, 1.075]
[0.06099999999999989, 1.075]
[0.05999999999999989, 1.075]
[0.058999999999999886, 1.075]
[0.057999999999999885, 1.075]
[0.056999999999999884, 1.075]
[0.05599999999999988, 1.075]
[0.05499999999999989, 1.075]
[0.05399999999999989, 1.075]
[0.05299999999999989, 1.075]
[0.05199999999999989, 1.075]
[0.050999999999999886, 1.075]
[0.049999999999999885, 1.075]
[0.048999999999999884, 1.075]
[0.04799999999999988, 1.075]
[0.04699999999999989, 1.075]
[0.04599999999999989, 1.075]
[0.04499999999999989, 1.075]
[0.043999999999999886, 1.075]
[0.042999999999999886, 1.075]
